google.com	216.58.218.174	dfw06s46-in-f14.1e100.net.
google.com	216.58.218.174	dfw06s46-in-f14.1e100.net.
google.com	216.58.218.174	dfw06s46-in-f174.1e100.net.
google.com	216.58.218.174	dfw06s46-in-f174.1e100.net.
youtube.com	216.58.218.174	dfw06s46-in-f174.1e100.net.
youtube.com	216.58.218.174	dfw06s46-in-f174.1e100.net.
youtube.com	216.58.218.174	dfw06s46-in-f14.1e100.net.
youtube.com	216.58.218.174	dfw06s46-in-f14.1e100.net.
facebook.com	31.13.66.36	edge-star-mini-shv-02-dft4.facebook.com.
yahoo.com	98.138.253.109	ir1.fp.vip.ne1.yahoo.com.
yahoo.com	206.190.36.45	ir1.fp.vip.gq1.yahoo.com.
yahoo.com	98.139.183.24	ir2.fp.vip.bf1.yahoo.com.
wikipedia.org	208.80.153.224	text-lb.codfw.wikimedia.org.
google.co.in	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.co.in	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.co.in	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.co.in	216.58.218.99	dfw25s07-in-f99.1e100.net.
live.com	65.55.206.154	mapcruncher.com.
live.com	65.55.206.154	windowslivecontent.com.
live.com	65.55.206.154	buymicrosoft.biz.
live.com	65.55.206.154	mapcruncher.net.
live.com	65.55.206.154	mapcruncher.org.
live.com	65.55.206.154	central-hotmail.us.
live.com	65.55.206.154	securehotmail.info.
live.com	65.55.206.154	windowslivemedia.com.
live.com	65.55.206.154	windowslivegame.com.
live.com	65.55.206.154	securehotmail.biz.
live.com	65.55.206.154	securehotmail.org.
live.com	65.55.206.154	windowslivedrive.org.
live.com	65.55.206.154	windowslivetools.com.
live.com	65.55.206.154	msnskydrive.com.
live.com	65.55.206.154	www.home.live.com.
live.com	65.55.206.154	windowslivevoice.com.
live.com	65.55.206.154	central-hotmail.com.
live.com	65.55.206.154	central-hotmail.net.
live.com	65.55.206.154	msnspaces.co.uk.
live.com	65.55.206.154	windowsliveweb.com.
live.com	65.55.206.154	microsoft-skydrive.com.
live.com	65.55.206.154	messengerskydrive.com.
live.com	65.55.206.154	windowslivemobile.com.
live.com	65.55.206.154	windowslivedrive.com.
live.com	65.55.206.154	buymicrosoft.info.
live.com	65.55.206.154	securehotmail.net.
live.com	65.55.206.154	drivelive.com.
live.com	65.55.206.154	securehotmail.com.
live.com	65.55.206.154	buymicrosoft.us.
live.com	65.55.206.154	central-hotmail.biz.
live.com	65.55.206.154	windowslivedrive.net.
live.com	65.55.206.154	windowslivecalling.com.
live.com	65.55.206.154	windowslivedevice.com.
live.com	65.55.206.154	inkblotpasswords.com.
live.com	65.55.206.154	windowsliveplatform.com.
live.com	65.55.206.154	buymicrosoft.org.
live.com	65.55.206.154	windowsliverelease.com.
live.com	65.55.206.154	windowslivedev.com.
live.com	65.55.206.154	windowslivespace.com.
live.com	65.55.206.154	windowslivedrive.mobi.
live.com	65.55.206.154	central-hotmail.org.
live.com	65.55.206.154	windowslivesite.com.
live.com	65.55.206.154	windowslivedevelopment.com.
live.com	65.55.206.154	windowslivestuff.com.
live.com	65.55.206.154	windowsliveoffice.com.
live.com	65.55.206.154	securehotmail.us.
live.com	65.55.206.154	central-hotmail.info.
live.com	65.55.206.154	windowslivesecurity.com.
google.co.jp	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.co.jp	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.co.jp	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.co.jp	216.58.218.99	dfw25s07-in-f3.1e100.net.
bing.com	204.79.197.200	a-0001.a-msedge.net.
instagram.com	52.72.100.138	ec2-52-72-100-138.compute-1.amazonaws.com.
instagram.com	52.54.195.67	ec2-52-54-195-67.compute-1.amazonaws.com.
instagram.com	52.6.199.17	ec2-52-6-199-17.compute-1.amazonaws.com.
instagram.com	52.7.106.91	ec2-52-7-106-91.compute-1.amazonaws.com.
instagram.com	52.5.61.187	ec2-52-5-61-187.compute-1.amazonaws.com.
instagram.com	52.7.149.244	ec2-52-7-149-244.compute-1.amazonaws.com.
instagram.com	52.7.144.5	ec2-52-7-144-5.compute-1.amazonaws.com.
instagram.com	52.71.180.58	ec2-52-71-180-58.compute-1.amazonaws.com.
linkedin.com	108.174.10.10	108-174-10-10.fwd.linkedin.com.
yahoo.co.jp	182.22.59.229	f1.top.vip.ssk.yahoo.co.jp.
yahoo.co.jp	183.79.135.206	f1.top.vip.kks.yahoo.co.jp.
vk.com	87.240.165.91	srv91-165-240-87.vk.com.
vk.com	87.240.165.83	srv83-165-240-87.vk.com.
google.de	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.de	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.de	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.de	216.58.218.99	dfw25s07-in-f99.1e100.net.
yandex.ru	5.255.255.80	yandex.ru.
yandex.ru	77.88.55.66	yandex.ru.
yandex.ru	77.88.55.70	yandex.ru.
yandex.ru	5.255.255.70	yandex.ru.
google.co.uk	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.co.uk	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.co.uk	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.co.uk	216.58.218.99	dfw25s07-in-f3.1e100.net.
ebay.com	66.211.181.123	ebay.com.
ebay.com	66.135.216.190	pages.ebay.com.
ebay.com	66.135.209.52	ebay.com.
ebay.com	66.211.160.86	ebay.com.
google.fr	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.fr	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.fr	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.fr	216.58.218.99	dfw25s07-in-f3.1e100.net.
t.co	199.59.150.44	r-199-59-150-44.twttr.com.
t.co	199.59.148.12	r-199-59-148-12.twttr.com.
google.com.br	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.com.br	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.com.br	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.com.br	216.58.218.99	dfw25s07-in-f3.1e100.net.
mail.ru	217.69.139.200	cp.mail.ru.
mail.ru	94.100.180.199	ms.mail.ru.
mail.ru	94.100.180.201	ko.mail.ru.
mail.ru	217.69.139.199	ms.mail.ru.
netflix.com	54.85.85.246	ec2-54-85-85-246.compute-1.amazonaws.com.
netflix.com	54.83.174.159	ec2-54-83-174-159.compute-1.amazonaws.com.
netflix.com	54.82.215.17	ec2-54-82-215-17.compute-1.amazonaws.com.
netflix.com	54.83.229.120	ec2-54-83-229-120.compute-1.amazonaws.com.
netflix.com	54.85.136.126	ec2-54-85-136-126.compute-1.amazonaws.com.
netflix.com	54.164.245.190	ec2-54-164-245-190.compute-1.amazonaws.com.
netflix.com	54.86.33.138	ec2-54-86-33-138.compute-1.amazonaws.com.
netflix.com	54.86.223.171	ec2-54-86-223-171.compute-1.amazonaws.com.
google.it	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.it	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.it	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.it	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.ru	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.ru	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.ru	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.ru	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.es	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.es	216.58.218.99	dfw25s07-in-f3.1e100.net.
google.es	216.58.218.99	dfw25s07-in-f99.1e100.net.
google.es	216.58.218.99	dfw25s07-in-f3.1e100.net.
PayPal.com	64.4.250.24	paypal.com.
PayPal.com	64.4.250.23	paypal.com.
blogspot.com	216.58.218.105	dfw25s07-in-f105.1e100.net.
